study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/036/SRR11122336/SRR11122336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/036/SRR11122336/SRR11122336_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327381	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/081/SRR10327381/SRR10327381.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/037/SRR11122337/SRR11122337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/037/SRR11122337/SRR11122337_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/082/SRR10327382/SRR10327382.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/084/SRR10327384/SRR10327384.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10417503/SRR10417503.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417505	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10417505/SRR10417505.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10417506/SRR10417506.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/040/SRR11122340/SRR11122340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/040/SRR11122340/SRR11122340_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10417508/SRR10417508.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/041/SRR11122341/SRR11122341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/041/SRR11122341/SRR11122341_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10417511/SRR10417511.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/046/SRR11122346/SRR11122346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/046/SRR11122346/SRR11122346_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427761	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10427761/SRR10427761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10427761/SRR10427761_2.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122355	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/055/SRR11122355/SRR11122355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/055/SRR11122355/SRR11122355_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/071/SRR10427771/SRR10427771_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10427773/SRR10427773_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/056/SRR11122356/SRR11122356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/056/SRR11122356/SRR11122356_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/057/SRR11122357/SRR11122357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/057/SRR11122357/SRR11122357_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10427775/SRR10427775_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/062/SRR11122362/SRR11122362.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/066/SRR11122366/SRR11122366.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10427777/SRR10427777_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122367	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/067/SRR11122367/SRR11122367.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10427778/SRR10427778_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10427786/SRR10427786_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10427789/SRR10427789_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/074/SRR11122374/SRR11122374.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10427794/SRR10427794_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/080/SRR11122380/SRR11122380.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/096/SRR10427796/SRR10427796_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122382/SRR11122382.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10427797/SRR10427797_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122383/SRR11122383.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122386	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/086/SRR11122386/SRR11122386.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10427801/SRR10427801_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/092/SRR11122392/SRR11122392.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10427809/SRR10427809_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/097/SRR11122397/SRR11122397.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/098/SRR11122398/SRR11122398.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/010/SRR10427810/SRR10427810_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/009/SRR11122409/SRR11122409.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10427813/SRR10427813_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/014/SRR11122414/SRR11122414.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122416	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/016/SRR11122416/SRR11122416.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10427816/SRR10427816_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/022/SRR11122422/SRR11122422.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10427818/SRR10427818_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122426	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/026/SRR11122426/SRR11122426.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/022/SRR10427822/SRR10427822_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/027/SRR11122427/SRR11122427.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10427823/SRR10427823_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10427826/SRR10427826_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA232589	8364	GSE53652	SRA122377	ChIP-Seq	SRR1060744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/004/SRR1060744/SRR1060744.fastq.gz	Genome-wide view of TGFb/Foxh1 regulation of the early mesendoderm program [ChIP-seq]
PRJNA232589	8364	GSE53652	SRA122377	ChIP-Seq	SRR1060746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/006/SRR1060746/SRR1060746.fastq.gz	Genome-wide view of TGFb/Foxh1 regulation of the early mesendoderm program [ChIP-seq]
PRJNA232590	8364	GSE53653	SRA122378	RNA-Seq	SRR1060751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/001/SRR1060751/SRR1060751.fastq.gz	Genome-wide view of TGFb/Foxh1 regulation of the early mesendoderm program [RNA-seq]
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/099/SRR11085799/SRR11085799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/099/SRR11085799/SRR11085799_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11085802/SRR11085802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11085802/SRR11085802_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/006/SRR11085806/SRR11085806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/006/SRR11085806/SRR11085806_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/008/SRR11085808/SRR11085808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/008/SRR11085808/SRR11085808_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/010/SRR11085810/SRR11085810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/010/SRR11085810/SRR11085810_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085811	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/011/SRR11085811/SRR11085811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/011/SRR11085811/SRR11085811_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/012/SRR11085812/SRR11085812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/012/SRR11085812/SRR11085812_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085815	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/015/SRR11085815/SRR11085815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/015/SRR11085815/SRR11085815_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/017/SRR11085817/SRR11085817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/017/SRR11085817/SRR11085817_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/018/SRR11085818/SRR11085818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/018/SRR11085818/SRR11085818_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/024/SRR11085824/SRR11085824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/024/SRR11085824/SRR11085824_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/027/SRR11085827/SRR11085827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/027/SRR11085827/SRR11085827_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/028/SRR11085828/SRR11085828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/028/SRR11085828/SRR11085828_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/030/SRR11085830/SRR11085830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/030/SRR11085830/SRR11085830_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/031/SRR11085831/SRR11085831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/031/SRR11085831/SRR11085831_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122428	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/028/SRR11122428/SRR11122428.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085834	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/034/SRR11085834/SRR11085834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/034/SRR11085834/SRR11085834_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122430	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/030/SRR11122430/SRR11122430.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/040/SRR11122440/SRR11122440.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/035/SRR11085835/SRR11085835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/035/SRR11085835/SRR11085835_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/039/SRR11085839/SRR11085839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/039/SRR11085839/SRR11085839_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11085842/SRR11085842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11085842/SRR11085842_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085843	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11085843/SRR11085843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/043/SRR11085843/SRR11085843_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122441	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/041/SRR11122441/SRR11122441.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11085845/SRR11085845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/045/SRR11085845/SRR11085845_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085846	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11085846/SRR11085846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11085846/SRR11085846_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/043/SRR11122443/SRR11122443.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11085851/SRR11085851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11085851/SRR11085851_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122444	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/044/SRR11122444/SRR11122444.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085853	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11085853/SRR11085853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/053/SRR11085853/SRR11085853_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/054/SRR11122454/SRR11122454.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11085857/SRR11085857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11085857/SRR11085857_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11085858/SRR11085858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11085858/SRR11085858_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1048612	ChIP-Seq	SRR11190770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/070/SRR11190770/SRR11190770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/070/SRR11190770/SRR11190770_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1048612	ChIP-Seq	SRR11190786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/086/SRR11190786/SRR11190786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/086/SRR11190786/SRR11190786_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085859	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11085859/SRR11085859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11085859/SRR11085859_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1048612	ChIP-Seq	SRR11190787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/087/SRR11190787/SRR11190787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/087/SRR11190787/SRR11190787_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
