study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA310139	8355	GSE77364	SRA342794	RNA-Seq	SRR3133212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3133212/SRR3133212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3133212/SRR3133212_2.fastq.gz	Transcriptome analysis of Wnt knockdown embryos reveals candidate canonical Wnt/ß-catenin target genes during Xenopus laevis gastrulation
PRJNA310139	8355	GSE77364	SRA342794	RNA-Seq	SRR3133214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3133214/SRR3133214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3133214/SRR3133214_2.fastq.gz	Transcriptome analysis of Wnt knockdown embryos reveals candidate canonical Wnt/ß-catenin target genes during Xenopus laevis gastrulation
PRJNA310139	8355	GSE77364	SRA342794	RNA-Seq	SRR3133215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3133215/SRR3133215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3133215/SRR3133215_2.fastq.gz	Transcriptome analysis of Wnt knockdown embryos reveals candidate canonical Wnt/ß-catenin target genes during Xenopus laevis gastrulation
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/083/SRR10163183/SRR10163183.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA311315	8355	GSE77724	SRA352385	RNA-Seq	SRR3157348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3157348/SRR3157348.fastq.gz	Translational profiling of retinal ganglion cell optic nerve regeneration in Xenopus laevis
PRJNA311315	8355	GSE77724	SRA352385	RNA-Seq	SRR3157349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3157349/SRR3157349.fastq.gz	Translational profiling of retinal ganglion cell optic nerve regeneration in Xenopus laevis
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10163184/SRR10163184.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/086/SRR10163186/SRR10163186.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/087/SRR10163187/SRR10163187.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA311315	8355	GSE77724	SRA352385	RNA-Seq	SRR3157354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3157354/SRR3157354.fastq.gz	Translational profiling of retinal ganglion cell optic nerve regeneration in Xenopus laevis
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/090/SRR10163190/SRR10163190.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA311315	8355	GSE77724	SRA352385	RNA-Seq	SRR3157355	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3157355/SRR3157355.fastq.gz	Translational profiling of retinal ganglion cell optic nerve regeneration in Xenopus laevis
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/092/SRR10163192/SRR10163192.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/000/SRR3182670/SRR3182670.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/003/SRR3182673/SRR3182673.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/096/SRR10163196/SRR10163196.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/004/SRR3182674/SRR3182674.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/099/SRR10163199/SRR10163199.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/006/SRR3182676/SRR3182676.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/008/SRR3182678/SRR3182678.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR10163203/SRR10163203.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/009/SRR3182679/SRR3182679.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR10163208/SRR10163208.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/000/SRR3182680/SRR3182680.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/012/SRR10163212/SRR10163212.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/001/SRR3182681/SRR3182681.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA312836	8355	GSE78176	SRA356925	ChIP-Seq	SRR3182682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/002/SRR3182682/SRR3182682.fastq.gz	Histone modification and transcription factor ChIPseq of Xenopus laevis epithelial progenitors
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/013/SRR10163213/SRR10163213.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/018/SRR10163218/SRR10163218.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/005/SRR3374055/SRR3374055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/005/SRR3374055/SRR3374055_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA573657	8355	GSE137844	SRA966374	RNA-Seq	SRR10163220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/020/SRR10163220/SRR10163220.fastq.gz	Comparative Gene Expression Profiling between Xenopus Optic Nerve and Spinal Cord Injury to Identify Genes Involved in Successful Regeneration of Vertebrate CNS Axons
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/006/SRR3374056/SRR3374056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/006/SRR3374056/SRR3374056_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224312	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/012/SRR10224312/SRR10224312.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/012/SRR10224312/SRR10224312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/012/SRR10224312/SRR10224312_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/007/SRR3374057/SRR3374057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/007/SRR3374057/SRR3374057_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224315	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/015/SRR10224315/SRR10224315.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/015/SRR10224315/SRR10224315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/015/SRR10224315/SRR10224315_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/002/SRR3374062/SRR3374062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/002/SRR3374062/SRR3374062_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224318	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/018/SRR10224318/SRR10224318.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/018/SRR10224318/SRR10224318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/018/SRR10224318/SRR10224318_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/003/SRR3374063/SRR3374063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/003/SRR3374063/SRR3374063_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/005/SRR3374065/SRR3374065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/005/SRR3374065/SRR3374065_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA317049	8355	PRJNA317049	SRA410936	RNA-Seq	SRR3374066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/006/SRR3374066/SRR3374066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR337/006/SRR3374066/SRR3374066_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA320214	8355	GSE80971	SRA422827	RNA-Seq	SRR3469770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR346/000/SRR3469770/SRR3469770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR346/000/SRR3469770/SRR3469770_2.fastq.gz	High Throughput Analysis Reveals Novel Maternal Germline RNAs Critical for PGC Preservation and Proper Migration
PRJNA320214	8355	GSE80971	SRA422827	RNA-Seq	SRR3469778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR346/008/SRR3469778/SRR3469778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR346/008/SRR3469778/SRR3469778_2.fastq.gz	High Throughput Analysis Reveals Novel Maternal Germline RNAs Critical for PGC Preservation and Proper Migration
PRJNA148701	8355	GSE33444	SRA047840	RNA-Seq	SRR360852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360852/SRR360852.fastq.gz	miR-124 acts through coREST to control the onset of Sema3A sensitivity in navigating retinal growth cones
PRJNA148701	8355	GSE33444	SRA047840	RNA-Seq	SRR360853	ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360853/SRR360853.fastq.gz	miR-124 acts through coREST to control the onset of Sema3A sensitivity in navigating retinal growth cones
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/019/SRR10224319/SRR10224319.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/019/SRR10224319/SRR10224319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/019/SRR10224319/SRR10224319_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224321	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/021/SRR10224321/SRR10224321.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/021/SRR10224321/SRR10224321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/021/SRR10224321/SRR10224321_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA148701	8355	GSE33444	SRA047840	RNA-Seq	SRR360857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360857/SRR360857.fastq.gz	miR-124 acts through coREST to control the onset of Sema3A sensitivity in navigating retinal growth cones
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/022/SRR10224322/SRR10224322.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/022/SRR10224322/SRR10224322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/022/SRR10224322/SRR10224322_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA148701	8355	GSE33444	SRA047840	RNA-Seq	SRR360858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360858/SRR360858.fastq.gz	miR-124 acts through coREST to control the onset of Sema3A sensitivity in navigating retinal growth cones
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/028/SRR10224328/SRR10224328.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/028/SRR10224328/SRR10224328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/028/SRR10224328/SRR10224328_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA148701	8355	GSE33444	SRA047840	RNA-Seq	SRR360860	ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360860/SRR360860.fastq.gz	miR-124 acts through coREST to control the onset of Sema3A sensitivity in navigating retinal growth cones
PRJNA325560	8355	PRJNA325560	SRA434047	OTHER	SRR3667692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/002/SRR3667692/SRR3667692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/002/SRR3667692/SRR3667692_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA325782	8355	PRJNA325782	SRA434211	miRNA-Seq	SRR3670270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3670270/SRR3670270.fastq.gz	Xenopus laevis microRNA
PRJNA325834	8355	PRJNA325834	SRA435129	RNA-Seq	SRR3713609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3713609/SRR3713609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3713609/SRR3713609_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/030/SRR10224330/SRR10224330.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/030/SRR10224330/SRR10224330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/030/SRR10224330/SRR10224330_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA325834	8355	PRJNA325834	SRA435129	RNA-Seq	SRR3715520	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/000/SRR3715520/SRR3715520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/000/SRR3715520/SRR3715520_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/035/SRR10224335/SRR10224335.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/035/SRR10224335/SRR10224335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/035/SRR10224335/SRR10224335_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA325834	8355	PRJNA325834	SRA435129	RNA-Seq	SRR3715525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3715525/SRR3715525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3715525/SRR3715525_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/036/SRR10224336/SRR10224336.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/036/SRR10224336/SRR10224336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/036/SRR10224336/SRR10224336_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA325834	8355	PRJNA325834	SRA435129	RNA-Seq	SRR3715531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3715531/SRR3715531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3715531/SRR3715531_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/038/SRR10224338/SRR10224338.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/038/SRR10224338/SRR10224338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/038/SRR10224338/SRR10224338_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/043/SRR10224343/SRR10224343.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/043/SRR10224343/SRR10224343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/043/SRR10224343/SRR10224343_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA325834	8355	PRJNA325834	SRA435129	RNA-Seq	SRR3715532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/002/SRR3715532/SRR3715532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/002/SRR3715532/SRR3715532_2.fastq.gz	Xenopus laevis Raw sequence reads
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/045/SRR10224345/SRR10224345.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/045/SRR10224345/SRR10224345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/045/SRR10224345/SRR10224345_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	miRNA-Seq	SRR3723151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/001/SRR3723151/SRR3723151.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/046/SRR10224346/SRR10224346.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/046/SRR10224346/SRR10224346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/046/SRR10224346/SRR10224346_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	miRNA-Seq	SRR3723154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/004/SRR3723154/SRR3723154.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA326974	8355	GSE83784	SRA436183	OTHER	SRR3723159	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/009/SRR3723159/SRR3723159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/009/SRR3723159/SRR3723159_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/047/SRR10224347/SRR10224347.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/047/SRR10224347/SRR10224347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/047/SRR10224347/SRR10224347_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	OTHER	SRR3723163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/003/SRR3723163/SRR3723163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/003/SRR3723163/SRR3723163_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/057/SRR10224357/SRR10224357.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/057/SRR10224357/SRR10224357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/057/SRR10224357/SRR10224357_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/066/SRR10224366/SRR10224366.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/066/SRR10224366/SRR10224366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/066/SRR10224366/SRR10224366_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224367	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/067/SRR10224367/SRR10224367.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/067/SRR10224367/SRR10224367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/067/SRR10224367/SRR10224367_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	OTHER	SRR3723165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/005/SRR3723165/SRR3723165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/005/SRR3723165/SRR3723165_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/076/SRR10224376/SRR10224376.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/076/SRR10224376/SRR10224376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/076/SRR10224376/SRR10224376_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	RNA-Seq	SRR3723166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/006/SRR3723166/SRR3723166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/006/SRR3723166/SRR3723166_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/084/SRR10224384/SRR10224384.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/084/SRR10224384/SRR10224384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/084/SRR10224384/SRR10224384_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	RNA-Seq	SRR3723167	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/007/SRR3723167/SRR3723167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/007/SRR3723167/SRR3723167_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
PRJNA575640	8355	PRJNA575640	SRA972085	RNA-Seq	SRR10224385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/085/SRR10224385/SRR10224385.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/085/SRR10224385/SRR10224385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/085/SRR10224385/SRR10224385_2.fastq.gz	Robustness of retinoic acid regulatory homeostasis during early development
PRJNA326974	8355	GSE83784	SRA436183	RNA-Seq	SRR3723169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/009/SRR3723169/SRR3723169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR372/009/SRR3723169/SRR3723169_2.fastq.gz	Identification of microRNAs and microRNA targets in Xenopus ectoderm
